ms	743 1382	0	0	0	0	200s	100	1	8002
ms	761 1372	0	0	0	0	200s	100	1	8002
ms	782 1373	0	0	0	0	200s	100	1	8002
ms	813 1379	0	0	0	0	200s	100	1	8002
ms	808 1392	0	0	0	0	200s	100	1	8002
ms	793 1396	0	0	0	0	200s	100	1	8002
ms	824 1373	0	0	0	0	200s	100	1	8002
ms	830 1389	0	0	0	0	200s	100	1	8002
ms	833 1402	0	0	0	0	200s	100	1	8002
ms	858 1377	0	0	0	0	200s	100	1	8002
ms	862 1401	0	0	0	0	200s	100	1	8002
ms	844 1387	0	0	0	0	200s	100	1	8002
ms	892 1376	0	0	0	0	200s	100	1	8002
ms	886 1398	0	0	0	0	200s	100	1	8002
ms	874 1381	0	0	0	0	200s	100	1	8002
ms	900 1387	0	0	0	0	200s	100	1	8002
ms	919 1371	0	0	0	0	200s	100	1	8002
ms	918 1395	0	0	0	0	200s	100	1	8002
ms	960 1405	0	0	0	0	200s	100	1	8002
ms	980 1413	0	0	0	0	200s	100	1	8002
ms	971 1392	0	0	0	0	200s	100	1	8002
ms	992 1395	0	0	0	0	200s	100	1	8002
ms	996 1404	0	0	0	0	200s	100	1	8002
ms	1001 1386	0	0	0	0	200s	100	1	8002
ms	1013 1376	0	0	0	0	200s	100	1	8002
ms	1022 1390	0	0	0	0	200s	100	1	8002
ms	1052 1383	0	0	0	0	200s	100	1	8002
ms	1052 1373	0	0	0	0	200s	100	1	8002
ms	1034 1368	0	0	0	0	200s	100	1	8002
ms	1031 1381	0	0	0	0	200s	100	1	8002
ms	1026 1360	0	0	0	0	200s	100	1	8002
ms	1006 1353	0	0	0	0	200s	100	1	8002
ms	1002 1372	0	0	0	0	200s	100	1	8002
ms	979 1349	0	0	0	0	200s	100	1	8002
ms	955 1361	0	0	0	0	200s	100	1	8002
ms	925 1367	0	0	0	0	200s	100	1	8002
ms	871 1364	0	0	0	0	200s	100	1	8002
ms	848 1369	0	0	0	0	200s	100	1	8002
ms	658 1324	0	0	0	0	200s	100	1	8001
ms	671 1308	0	0	0	0	200s	100	1	8001
ms	670 1328	0	0	0	0	200s	100	1	8001
ms	697 1325	0	0	0	0	200s	100	1	8001
ms	702 1345	0	0	0	0	200s	100	1	8001
ms	707 1366	0	0	0	0	200s	100	1	8001
ms	665 1334	0	0	0	0	200s	100	1	8001
ms	680 1305	0	0	0	0	200s	100	1	8001
ms	713 1321	0	0	0	0	200s	100	1	8001
ms	635 1335	0	0	0	0	200s	100	1	8001
ms	702 1328	0	0	0	0	200s	100	1	8001
ms	689 1304	0	0	0	0	200s	100	1	8001
ms	735 1332	0	0	0	0	200s	100	1	8001
ms	747 1323	0	0	0	0	200s	100	1	8001
ms	727 1305	0	0	0	0	200s	100	1	8001
ms	729 1287	0	0	0	0	200s	100	1	8001
ms	738 1277	0	0	0	0	200s	100	1	8001
ms	746 1266	0	0	0	0	200s	100	1	8001
ms	753 1249	0	0	0	0	200s	100	1	8001
ms	757 1264	0	0	0	0	200s	100	1	8001
ms	769 1278	0	0	0	0	200s	100	1	8001
ms	773 1299	0	0	0	0	200s	100	1	8001
ms	773 1318	0	0	0	0	200s	100	1	8001
ms	766 1326	0	0	0	0	200s	100	1	8001
ms	762 1340	0	0	0	0	200s	100	1	8001
ms	747 1342	0	0	0	0	200s	100	1	8001
ms	712 1336	0	0	0	0	200s	100	1	8001
ms	773 1339	0	0	0	0	200s	100	1	8001
ms	789 1327	0	0	0	0	200s	100	1	8001
ms	801 1315	0	0	0	0	200s	100	1	8001
ms	806 1337	0	0	0	0	200s	100	1	8001
ms	795 1346	0	0	0	0	200s	100	1	8001
ms	819 1341	0	0	0	0	200s	100	1	8001
ms	818 1318	0	0	0	0	200s	100	1	8001
ms	828 1282	0	0	0	0	200s	100	1	8001
ms	851 1272	0	0	0	0	200s	100	1	8001
ms	866 1268	0	0	0	0	200s	100	1	8001
ms	910 1263	0	0	0	0	200s	100	1	8001
ms	927 1278	0	0	0	0	200s	100	1	8001
ms	919 1307	0	0	0	0	200s	100	1	8001
ms	917 1291	0	0	0	0	200s	100	1	8001
ms	913 1318	0	0	0	0	200s	100	1	8001
ms	888 1329	0	0	0	0	200s	100	1	8001
ms	895 1312	0	0	0	0	200s	100	1	8001
ms	897 1330	0	0	0	0	200s	100	1	8001
ms	886 1338	0	0	0	0	200s	100	1	8001
ms	855 1341	0	0	0	0	200s	100	1	8001
ms	837 1345	0	0	0	0	200s	100	1	8001
ms	964 1320	0	0	0	0	200s	100	1	8003
ms	971 1294	0	0	0	0	200s	100	1	8003
ms	984 1283	0	0	0	0	200s	100	1	8003
ms	987 1305	0	0	0	0	200s	100	1	8003
ms	982 1316	0	0	0	0	200s	100	1	8003
ms	1001 1316	0	0	0	0	200s	100	1	8003
ms	1031 1314	0	0	0	0	200s	100	1	8003
ms	1043 1326	0	0	0	0	200s	100	1	8003
ms	1052 1339	0	0	0	0	200s	100	1	8003
ms	1028 1331	0	0	0	0	200s	100	1	8003
ms	1023 1315	0	0	0	0	200s	100	1	8003
ms	1011 1298	0	0	0	0	200s	100	1	8003
ms	991 1293	0	0	0	0	200s	100	1	8003
ms	965 1070	0	0	0	0	200s	100	1	8004
ms	976 1062	0	0	0	0	200s	100	1	8004
ms	982 1069	0	0	0	0	200s	100	1	8004
ms	979 1081	0	0	0	0	200s	100	1	8004
ms	951 1069	0	0	0	0	200s	100	1	8004
ms	977 1092	0	0	0	0	200s	100	1	8004
ms	994 1079	0	0	0	0	200s	100	1	8004
ms	1003 1100	0	0	0	0	200s	100	1	8004
ms	1020 1082	0	0	0	0	200s	100	1	8004
ms	1019 1114	0	0	0	0	200s	100	1	8004
ms	1035 1126	0	0	0	0	200s	100	1	8004
ms	1030 1115	0	0	0	0	200s	100	1	8004
ms	1013 1093	0	0	0	0	200s	100	1	8004
ms	1095 1140	0	0	0	0	200s	100	1	8004
ms	1111 1146	0	0	0	0	200s	100	1	8004
ms	1136 1153	0	0	0	0	200s	100	1	8004
ms	1158 1153	0	0	0	0	200s	100	1	8004
ms	1167 1171	0	0	0	0	200s	100	1	8004
ms	1159 1185	0	0	0	0	200s	100	1	8004
ms	1142 1203	0	0	0	0	200s	100	1	8004
ms	1119 1178	0	0	0	0	200s	100	1	8004
ms	1106 1158	0	0	0	0	200s	100	1	8004
ms	1122 1161	0	0	0	0	200s	100	1	8004
ms	1107 1172	0	0	0	0	200s	100	1	8004
ms	1067 1176	0	0	0	0	200s	100	1	8004
ms	1050 1165	0	0	0	0	200s	100	1	8004
ms	1041 1153	0	0	0	0	200s	100	1	8004
ms	1040 1134	0	0	0	0	200s	100	1	8004
ms	1047 1116	0	0	0	0	200s	100	1	8004
ms	1005 1130	0	0	0	0	200s	100	1	8004
ms	995 1128	0	0	0	0	200s	100	1	8004
ms	985 1107	0	0	0	0	200s	100	1	8004
ms	1019 1156	0	0	0	0	200s	100	1	8004
ms	1004 1089	0	0	0	0	200s	100	1	8004
ms	701 1110	0	0	0	0	200s	100	1	8005
ms	694 1136	0	0	0	0	200s	100	1	8005
ms	701 1125	0	0	0	0	200s	100	1	8005
ms	703 1148	0	0	0	0	200s	100	1	8005
ms	707 1138	0	0	0	0	200s	100	1	8005
ms	713 1147	0	0	0	0	200s	100	1	8005
ms	716 1155	0	0	0	0	200s	100	1	8005
ms	733 1156	0	0	0	0	200s	100	1	8005
ms	736 1145	0	0	0	0	200s	100	1	8005
ms	726 1145	0	0	0	0	200s	100	1	8005
ms	718 1135	0	0	0	0	200s	100	1	8005
ms	717 1118	0	0	0	0	200s	100	1	8005
ms	722 1114	0	0	0	0	200s	100	1	8005
ms	727 1126	0	0	0	0	200s	100	1	8005
ms	733 1110	0	0	0	0	200s	100	1	8005
ms	735 1089	0	0	0	0	200s	100	1	8005
ms	748 1088	0	0	0	0	200s	100	1	8005
ms	760 1089	0	0	0	0	200s	100	1	8005
ms	747 1098	0	0	0	0	200s	100	1	8005
