m	416 898	0	0	0	0	25s	100	1	6401
m	397 895	0	0	0	0	25s	100	1	6401
m	372 899	0	0	0	0	25s	100	1	6401
m	356 902	0	0	0	0	25s	100	1	6401
m	347 896	0	0	0	0	25s	100	1	6401
m	337 881	0	0	0	0	25s	100	1	6401
m	329 871	0	0	0	0	25s	100	1	6401
m	321 859	0	0	0	0	25s	100	1	6401
m	325 860	0	0	0	0	25s	100	1	6401
m	348 878	0	0	0	0	25s	100	1	6401
m	375 882	0	0	0	0	25s	100	1	6401
m	400 883	0	0	0	0	25s	100	1	6401
m	416 878	0	0	0	0	25s	100	1	6401
m	430 869	0	0	0	0	25s	100	1	6401
m	445 857	0	0	0	0	25s	100	1	6401
m	449 850	0	0	0	0	25s	100	1	6401
m	451 840	0	0	0	0	25s	100	1	6401
m	460 823	0	0	0	0	25s	100	1	6401
m	473 816	0	0	0	0	25s	100	1	6401
m	486 810	0	0	0	0	25s	100	1	6401
m	497 805	0	0	0	0	25s	100	1	6401
m	508 794	0	0	0	0	25s	100	1	6401
m	518 784	0	0	0	0	25s	100	1	6401
m	527 768	0	0	0	0	25s	100	1	6401
m	535 746	0	0	0	0	25s	100	1	6401
m	541 733	0	0	0	0	25s	100	1	6401
m	547 723	0	0	0	0	25s	100	1	6401
m	558 716	0	0	0	0	25s	100	1	6401
m	580 726	0	0	0	0	25s	100	1	6401
m	571 749	0	0	0	0	25s	100	1	6401
m	542 780	0	0	0	0	25s	100	1	6401
m	532 804	0	0	0	0	25s	100	1	6401
m	551 752	0	0	0	0	25s	100	1	6401
m	562 747	0	0	0	0	25s	100	1	6401
m	558 789	0	0	0	0	25s	100	1	6401
m	579 771	0	0	0	0	25s	100	1	6401
m	584 778	0	0	0	0	25s	100	1	6401
m	574 759	0	0	0	0	25s	100	1	6401
m	583 743	0	0	0	0	25s	100	1	6401
m	577 711	0	0	0	0	25s	100	1	6401
m	590 744	0	0	0	0	25s	100	1	6401
m	593 768	0	0	0	0	25s	100	1	6401
m	578 710	0	0	0	0	25s	100	1	6401
m	581 698	0	0	0	0	25s	100	1	6401
m	587 680	0	0	0	0	25s	100	1	6401
m	595 662	0	0	0	0	25s	100	1	6401
m	602 646	0	0	0	0	25s	100	1	6401
m	607 631	0	0	0	0	25s	100	1	6401
m	616 613	0	0	0	0	25s	100	1	6401
m	625 600	0	0	0	0	25s	100	1	6401
m	631 573	0	0	0	0	25s	100	1	6401
m	620 583	0	0	0	0	25s	100	1	6401
m	600 613	0	0	0	0	25s	100	1	6401
m	628 570	0	0	0	0	25s	100	1	6401
m	583 605	0	0	0	0	25s	100	1	6401
m	596 564	0	0	0	0	25s	100	1	6401
m	590 598	0	0	0	0	25s	100	1	6401
m	617 568	0	0	0	0	25s	100	1	6401
m	575 581	0	0	0	0	25s	100	1	6401
m	612 565	0	0	0	0	25s	100	1	6401
m	607 586	0	0	0	0	25s	100	1	6401
m	563 556	0	0	0	0	25s	100	1	6401
m	599 568	0	0	0	0	25s	100	1	6401
m	562 557	0	0	0	0	25s	100	1	6401
m	544 568	0	0	0	0	25s	100	1	6401
m	536 536	0	0	0	0	25s	100	1	6401
m	565 518	0	0	0	0	25s	100	1	6401
m	586 553	0	0	0	0	25s	100	1	6401
m	603 583	0	0	0	0	25s	100	1	6401
m	550 552	0	0	0	0	25s	100	1	6401
m	514 531	0	0	0	0	25s	100	1	6401
m	531 522	0	0	0	0	25s	100	1	6401
m	570 554	0	0	0	0	25s	100	1	6401
m	585 579	0	0	0	0	25s	100	1	6401
m	524 517	0	0	0	0	25s	100	1	6401
m	555 510	0	0	0	0	25s	100	1	6401
m	572 509	0	0	0	0	25s	100	1	6401
m	566 555	0	0	0	0	25s	100	1	6401
m	552 524	0	0	0	0	25s	100	1	6401
m	584 560	0	0	0	0	25s	100	1	6401
m	559 723	0	0	0	0	25s	100	1	6401
m	529 751	0	0	0	0	25s	100	1	6401
m	558 778	0	0	0	0	25s	100	1	6401
m	589 749	0	0	0	0	25s	100	1	6401
m	341 884	0	0	0	0	25s	100	1	6401
m	325 857	0	0	0	0	25s	100	1	6401
m	310 821	0	0	0	0	25s	100	1	6401
m	298 794	0	0	0	0	25s	100	1	6401
m	297 804	0	0	0	0	25s	100	1	6401
m	323 864	0	0	0	0	25s	100	1	6401
m	289 811	0	0	0	0	25s	100	1	6401
m	273 783	0	0	0	0	25s	100	1	6401
m	323 852	0	0	0	0	25s	100	1	6401
m	325 858	0	0	0	0	25s	100	1	6401
m	258 760	0	0	0	0	25s	100	1	6401
m	216 735	0	0	0	0	25s	100	1	6401
m	193 707	0	0	0	0	25s	100	1	6401
m	206 642	0	0	0	0	25s	100	1	6401
m	219 617	0	0	0	0	25s	100	1	6401
m	224 721	0	0	0	0	25s	100	1	6401
m	191 680	0	0	0	0	25s	100	1	6401
m	206 631	0	0	0	0	25s	100	1	6401
m	211 701	0	0	0	0	25s	100	1	6401
m	209 654	0	0	0	0	25s	100	1	6401
m	226 676	0	0	0	0	25s	100	1	6401
m	213 706	0	0	0	0	25s	100	1	6401
m	230 635	0	0	0	0	25s	100	1	6401
m	183 710	0	0	0	0	25s	100	1	6401
m	172 682	0	0	0	0	25s	100	1	6401
m	207 633	0	0	0	0	25s	100	1	6401
m	155 691	0	0	0	0	25s	100	1	6401
m	221 633	0	0	0	0	25s	100	1	6401
m	236 672	0	0	0	0	25s	100	1	6401
m	172 608	0	0	0	0	25s	100	1	6401
m	143 686	0	0	0	0	25s	100	1	6401
m	143 633	0	0	0	0	25s	100	1	6401
m	196 650	0	0	0	0	25s	100	1	6401
m	176 668	0	0	0	0	25s	100	1	6401
m	168 631	0	0	0	0	25s	100	1	6401
m	145 682	0	0	0	0	25s	100	1	6401
m	149 588	0	0	0	0	25s	100	1	6401
m	202 646	0	0	0	0	25s	100	1	6401
m	179 673	0	0	0	0	25s	100	1	6401
m	139 626	0	0	0	0	25s	100	1	6401
m	181 673	0	0	0	0	25s	100	1	6401
m	148 617	0	0	0	0	25s	100	1	6401
m	122 600	0	0	0	0	25s	100	1	6401
m	172 595	0	0	0	0	25s	100	1	6401
m	177 644	0	0	0	0	25s	100	1	6401
m	153 635	0	0	0	0	25s	100	1	6401
m	172 631	0	0	0	0	25s	100	1	6401
m	182 669	0	0	0	0	25s	100	1	6401
m	115 656	0	0	0	0	25s	100	1	6401
m	175 610	0	0	0	0	25s	100	1	6401
m	179 687	0	0	0	0	25s	100	1	6401
m	146 643	0	0	0	0	25s	100	1	6401
m	171 646	0	0	0	0	25s	100	1	6401
m	209 614	0	0	0	0	25s	100	1	6401
m	222 614	0	0	0	0	25s	100	1	6401
m	151 630	0	0	0	0	25s	100	1	6401
m	199 623	0	0	0	0	25s	100	1	6401
m	215 613	0	0	0	0	25s	100	1	6401
m	180 646	0	0	0	0	25s	100	1	6401
m	193 673	0	0	0	0	25s	100	1	6401
m	153 628	0	0	0	0	25s	100	1	6401
m	231 670	0	0	0	0	25s	100	1	6401
m	195 615	0	0	0	0	25s	100	1	6401
m	150 582	0	0	0	0	25s	100	1	6401
m	158 674	0	0	0	0	25s	100	1	6401
m	189 658	0	0	0	0	25s	100	1	6401
m	230 689	0	0	0	0	25s	100	1	6401
m	193 644	0	0	0	0	25s	100	1	6401
m	557 769	0	0	0	0	25s	100	1	6401
m	568 712	0	0	0	0	25s	100	1	6401
m	562 742	0	0	0	0	25s	100	1	6401
m	514 791	0	0	0	0	25s	100	1	6401
m	566 746	0	0	0	0	25s	100	1	6401
m	581 748	0	0	0	0	25s	100	1	6401
m	510 780	0	0	0	0	25s	100	1	6401
m	559 783	0	0	0	0	25s	100	1	6401
m	611 750	0	0	0	0	25s	100	1	6401
m	591 699	0	0	0	0	25s	100	1	6401
m	596 623	0	0	0	0	25s	100	1	6401
m	608 596	0	0	0	0	25s	100	1	6401
m	625 577	0	0	0	0	25s	100	1	6401
m	620 559	0	0	0	0	25s	100	1	6401
m	608 552	0	0	0	0	25s	100	1	6401
m	551 541	0	0	0	0	25s	100	1	6401
m	505 525	0	0	0	0	25s	100	1	6401
m	493 520	0	0	0	0	25s	100	1	6401
m	553 530	0	0	0	0	25s	100	1	6401
m	572 568	0	0	0	0	25s	100	1	6401
m	563 510	0	0	0	0	25s	100	1	6401
m	543 517	0	0	0	0	25s	100	1	6401
m	559 580	0	0	0	0	25s	100	1	6401
m	589 574	0	0	0	0	25s	100	1	6401
m	594 621	0	0	0	0	25s	100	1	6401
m	579 686	0	0	0	0	25s	100	1	6401
m	567 737	0	0	0	0	25s	100	1	6401
m	554 749	0	0	0	0	25s	100	1	6401
m	540 788	0	0	0	0	25s	100	1	6401
m	383 898	0	0	0	0	25s	100	1	6401
m	369 894	0	0	0	0	25s	100	1	6401
m	337 863	0	0	0	0	25s	100	1	6401
m	287 824	0	0	0	0	25s	100	1	6401
m	275 801	0	0	0	0	25s	100	1	6401
m	277 789	0	0	0	0	25s	100	1	6401
m	280 777	0	0	0	0	25s	100	1	6401
m	271 757	0	0	0	0	25s	100	1	6401
m	255 742	0	0	0	0	25s	100	1	6401
m	237 726	0	0	0	0	25s	100	1	6401
m	222 705	0	0	0	0	25s	100	1	6401
m	218 666	0	0	0	0	25s	100	1	6401
m	237 647	0	0	0	0	25s	100	1	6401
m	235 621	0	0	0	0	25s	100	1	6401
m	194 603	0	0	0	0	25s	100	1	6401
